ID,适用范围,主要技术特点及应用效果,技术产品名称,修改时间,EXCHANGETIME
126,市政污水、工业、养殖行业废水污泥处理,该技术是一种提高生物沥浸反应效率的方法，对市政污水处理产生的污泥，预先添加少量石英砂，在营养剂中掺入少量精黄铁矿或硫酸亚铁，通过自养型微生物的代谢和替代作用打破原始污泥稳定结构，使得污泥部分结合水向自由水转变，从而改善污泥的沉降和脱水性能，较传统处理工艺电耗降低50%。,污泥生物沥浸处理技术,1/12/2020 00:00:00,3/6/2024 21:02:42
127,餐厨和园林废弃物、粪便、屠宰场、食品加工厂等富含生物质的废弃物处理,该技术是在污泥水热碳化过程中，将含水率80%的污泥投入20~35Bar的压力及180~230℃反应器中进行催化裂解。污泥中的生物质在缺氧及适当催化（酸）的条件下，分子结构被打破，主要生物质被转化并最终生成可直接作为燃料的生物碳。该技术采用连续流方式，具有流程短、占地少、能耗较低、效率高、卫生化程度高等特点，可替代化学调理和热干化处理，经后续脱水后最终产物可以作为燃料再利用。污泥处理成本约80元/吨。,污泥水热碳化处理技术,1/12/2020 00:00:00,3/6/2024 21:02:42
128,城市生活垃圾焚烧厂渗滤液处理,该技术将渗滤液经过初沉池，水解酸化池降解处理后，泵入膨胀颗粒污泥床反应器进行中温厌氧处理，依次流入厌氧沉池，缺氧池和好氧池进行生化反应。其中好氧池出水经超滤、纳滤和反渗透系统处理达标后回用；系统污泥经脱水后与生活垃圾混合焚烧发电，产生的气体作为一次风送入垃圾炉焚烧处理，产生的沼气送入垃圾炉焚烧发电。该技术化学需氧量、氨氮总量去除率分别达到97.6%和98.7%。,城市生活垃圾焚烧厂渗滤液零排放处理技术,1/12/2020 00:00:00,3/6/2024 21:02:42
129,垃圾处理,该技术通过变温分段热解，将大分子物质在无氧情况下裂解成小分子物质，并通过置换去除有害污染物质，可进行包括医疗垃圾在内的固体废物无害化处置，产出品包括瓦斯（燃气）、燃油、炭黑等资源。,连续式超临界热裂解多目标处理系统,1/12/2020 00:00:00,3/6/2024 21:02:42
130,垃圾处理,该技术根据生物质干馏碳化和煤气化发生原理，通过自动分选系统将生活垃圾等固废分为有机和无机两大类，其中有机固废进入干馏气化炉系统，在缺氧状态下热解产生的可燃气体，可用于发电；固体有机物经干馏气化后的残渣量在5%以内；无机固废进行烧结制成节能环保建材。,垃圾干馏热解气化技术,1/12/2020 00:00:00,3/6/2024 21:02:42
131,有机垃圾处理,该产品基于微生物好氧发酵发热原理，在连续式生物好氧发酵仓内通过不同控区的分级反应，将复杂有机垃圾转化为高肥力的腐殖质，实现有机垃圾源头就地全封闭、低污染生态处理。,有机垃圾就地资源化处理与利用装备,1/12/2020 00:00:00,3/6/2024 21:02:42
132,展览展示、景观布景、纸家具,该产品以再生纸作为原材料，加工成波形瓦楞状的瓦楞纸，用自身厚度和纹理实现基础承重，应用结构力学技术，以折压穿插的方式连接组合成科学合理的结构，具有牢固、可靠、美观等特点，现场搭建拆卸回收方便，可节约大量木材资源。该产品工程力学结构承重力100千克/平方米，防火等级B1级，所用纸制品可100%再生回收，生产及安装过程中无甲醛等有害气体产生。,瓦楞纸家具,1/12/2020 00:00:00,3/6/2024 21:02:42
133,危险废物处置,该技术采用翻板式窑门结构解决了进料机舱堵塞难题，提升了上料效率；采用耐火、保温材料一体成型的双层复合砖，解决了焚烧回转窑常出现的因热胀冷缩导致的耐火砖剥落坍塌问题，实现了回转窑运行效率大幅度提升；二燃室喷枪喷入孔与水平呈10°-20°夹角，缓解了喷枪的堵塞问题，提高了二噁英的去除效率。采用该技术可提高危险废弃物的处置效率和焚烧系统的运转率。天然气消耗量可减少30-60%。,高效危险废物焚烧技术,1/12/2020 00:00:00,3/6/2024 21:02:42
134,建筑垃圾处理,该产品采用建筑垃圾再生技术生产透水砖，利用高强度的再生料，代替大量的天然材料。采用再生骨料和凝胶固化材料的科学配比，通过全自动制砖生产线强压成型。建筑垃圾骨料可达80%，透水系数可达2.1×10-2cm/s，实现了经济效益环境效益的双赢。,再生骨料透水砖,1/12/2020 00:00:00,3/6/2024 21:02:42
135,商用厨房,该产品采用撞击流技术，运用对喷式撞击流油烟净化原理，通过净化箱和储水箱，去除烟道存油和油性附着物，有效降低烟气温度，降低废气排放中PM2.5 和VOC 含量。实现油烟净化。应用案例油烟净化率达到95%以上。,餐饮油烟净化设备,1/12/2020 00:00:00,3/6/2024 21:02:42
136,制样室除尘,该产品通过自动调节新风系统与除尘系统的智能匹配，控制引导含尘气体流动吸入除尘系统，自动化程度高，噪音低。,制样室智能除尘装置,1/12/2020 00:00:00,3/6/2024 21:02:42
137,适用于中大型楼宇新风系统,该系统利用静电放电除尘技术、电荷释放控制技术、静电凝聚技术以及电晕-高压介质场除尘技术等技术，具有风阻小、风机功耗低、有效杀灭微生物、高效过滤新风等特点。微生物一次通过净化率89.3%。与传统过滤器相比，节约风机耗电量约5%。,静电式空气过滤楼宇新风系统,1/12/2020 00:00:00,3/6/2024 21:02:42
138,餐饮业油烟净化,前端采用湿式撞击流集烟罩对油烟中的颗粒物进行净化处理，可减少油烟颗粒对后面处理设备的影响，延长使用寿命。采用重力惯性净化技术对大颗粒油雾粒子进行物理分离，采用二段式高低压电场去除油雾小颗粒，活性炭吸附挥发性有机物。油烟净化效率≥95%，污染物排放浓度优于北京市排放标准。,餐饮油烟净化设备,1/12/2020 00:00:00,3/6/2024 21:02:42
139,餐饮业油烟净化,该技术使用紫外线灯产生185nm特性波长紫外线，紫外线打断有机物分子链，然后在臭氧作用下氧化为CO2、H20等产物，从而达到油烟分解目的；高强光束作用于生物体的遗传物质DNA，使其丧失繁殖能力，起到杀菌作用。设备采用特殊石英管和表面涂层组成的光源，使用寿命长，16000小时内不衰减。油烟净化效率为96.8%，污染物排放浓度优于北京市排放标准。,超短紫外线油烟分解技术,1/12/2020 00:00:00,3/6/2024 21:02:42
140,居民家庭、餐饮业油烟净化,前面采用防火阻隔、变频动力分配、物理净化过滤，无线数据传输和云后台实时监测技术，提升排烟效率，均衡排风量解决回烟串味、排烟不畅等问题。后面采用熔喷滤网、臭氧、活性炭、催化网等组合技术，进行油烟净化处理。油烟去除率达到96%以上，VOCS一次去除率达到60%。污染物排放浓度优于北京市标准。,中央吸油烟机,1/12/2020 00:00:00,3/6/2024 21:02:42
141,施工工地、道路、铁路运输等场所扬尘抑制,以腐植酸等材料经乳化、干燥等工艺加工而成。将配置稀释液喷洒于裸露地面，可有效防止风蚀和实现扬尘抑制，对裸土的抑尘效率达95%。抑制剂可自行降解。抑尘率高，环境友好，喷洒量为5~6kg/m2，全年每百万平米可节约用水30000吨。,新型结壳抑尘剂,1/12/2020 00:00:00,3/6/2024 21:02:42
142,餐饮业油烟净化,前端采用机械式动态撞击拦截离心分离技术，动态分离网盘单独由小型电机驱动，形成净化模块，对油烟等进行拦截过滤和净化；后面再采用静电技术对油烟等污染物进行去除。有效地避免了管道和风机内油垢沉淀，也减少了静电技术的工作负载，油烟净化效率≥98%，污染物排放浓度优于北京市排放标准。,动态离心复合式油烟净化技术,1/12/2020 00:00:00,3/6/2024 21:02:42
143,裸露地面扬尘抑制，城市屋顶绿化。公路铁路边坡覆盖,该产品以可降解性聚丙烯织物双向拉伸网，辅以椰壳纤维，种植土，草籽等加工而成，具有耐碱、耐紫外性质。铺设于坡岸等裸露土面后，可防止水土流失，提高边坡稳定性，土壤损失小，植被生长之后进一步稳定边坡，美化环境，取材方便；可抑制裸露地面扬尘，也可在屋顶绿化中起到滞尘作用，屋顶绿化每平米滞尘400-600克。,带营养土的植被毯,1/12/2020 00:00:00,3/6/2024 21:02:42
144,公共建筑内部空气净化,利用摩擦电效应和纳米材料进行微纳米级接触起电，在微孔道内产生高强电场及表面电荷，空气流经高性能纳米材料表面发生摩擦起电，产生高的电压和电场，在高的空间电场作用下将空气流中的颗粒物、细菌及病毒高效吸附灭杀。滤芯可清洗，可重复使用，使用寿命可达5年以上；产品安装在空调回风口处，不占用额外的空间，不会额外耗电。PM2.5净化效率可达99%，除菌率可达99%，净化能效A级。噪声56.8分贝。,摩擦电纳米空气杀毒杀菌净化系统,1/12/2020 00:00:00,3/6/2024 21:02:42
145,民用建筑,该技术利用地热水采灌均衡技术、管网水力平衡技术和间接换热技术，利用中深层地下热水对二次侧供暖循环水进行加热，满足建筑物冬季供暖需求。该技术运用非取水段水泥全封固方式和地热尾水回灌技术，防止深部地热水窜层污染浅部水源以及地热水对小区管网、末端的腐蚀。,中深层地热能利用技术,1/12/2020 00:00:00,3/6/2024 21:02:42
146,建筑供暖系统,该产品以黑色陶瓷为吸热材质，阳光吸热层具有抗衰减、抗空晒、寿命长、热转换率高的特性，承压达15千克，可以实现“建筑构件化”。应用案例供暖期太阳能保证率超过60%，室内平均温度保持在18-25℃。,太阳能供暖装置,1/12/2020 00:00:00,3/6/2024 21:02:42
147,大型风力发电机组,该产品采用高力学强度、低成本的天然纤维材料-竹材替代以碳纤维和玻璃纤维等人造纤维为主要材料的传统玻璃钢叶片，可应用于大型风电叶片上，具有重量轻、成本低的特点。,大型风力发电机竹质叶片,1/12/2020 00:00:00,3/6/2024 21:02:42
148,适用于市政热网、区域热网,该系统利用吸收式热泵实现大温差集中供热技术的余热回收，通过梯级回收热资源方案，降低低温回水至30℃，提高一次网供回水温差到110℃，提升热网输配能力。,基于吸收式换热的低温余热回收利用系统,1/12/2020 00:00:00,3/6/2024 21:02:42
149,适用于太阳能集热系统,该产品为单体大面积太阳能平板集热器，利用NS型多流道，降低阻力不平衡和流量分布不均。玻璃透光率 95%～97.5%，吸热体膜层吸收率大于93%，集热效率高。,耐寒大平板集热器,1/12/2020 00:00:00,3/6/2024 21:02:42
150,适用于建筑屋面,该产品以合成树脂为主要原料，添加抗冲击改性剂、润滑剂等加工助剂，采用挤出工艺技术制成建筑屋面瓦。根据中空流道内部介质不同，分为液体流道瓦和空气流道瓦两种类型。产品根据需要，可在阳光直射面制成太阳能吸收涂层，实现太阳能光热与建筑一体化应用。,建筑一体化多用途太阳能瓦,1/12/2020 00:00:00,3/6/2024 21:02:42
151,适用于热储能系统,该装置利用太阳能将熔盐加热至高温并储存，通过热交换产生高温高压蒸汽并用于发电。该装置高温罐内熔盐温度可达565℃，保温效果实现24小时降低1℃，泄漏响应时间不超过5分钟，保证了光热发电系统的稳定运行。,高温大容量光热发电熔盐蓄热储能装置,1/12/2020 00:00:00,3/6/2024 21:02:42
152,适用于太阳能生活热水供应,该产品采用太阳能热水回路循环技术实现即开即热，具有恒压出水、防冻防堵等功能，提高太阳能利用效率。产品储水温度55℃，冷水排放少。,恒压太阳能热水器,1/12/2020 00:00:00,3/6/2024 21:02:42
153,适用于道路斑马线,该产品采用太阳能供电的发光斑马线，通过集成标识线、光警示、行人感应、交通信号灯同步、光控时控自运行等技术，全天候实现与行人信号灯同步变化。,太阳能智能发光斑马线,1/12/2020 00:00:00,3/6/2024 21:02:42
154,公共建筑的制冷、采暖与生活热水供应,采用注水式承压循环玻璃真空集热管集热模块，通过电磁感应加热装置、多腔体分层蓄热系统、溴化锂吸收式制冷机组与远程智能控制系统优化组合，为建筑提供冬季采暖、夏季制冷、全年热水。太阳能保证率达67%。系统采暖、制冷、热水联合运行，运行成本低，清洁高效。,商用建筑太阳能热水/采暖/制冷联供系统,1/12/2020 00:00:00,3/6/2024 21:02:42
155,农宅等无集中供暖情况下的供暖,系统由聚热板、循环主机和冷热末端组成。通过聚热板内工质的作用，聚热板表面温度始终低于环境温度，聚热板将太阳能聚集到板面并传给板内工质，将液态工质变为气态，再通过压缩机将低品能转换为高品能后进入冷凝器进行热交换，从而达到加热目的，气态工质在冷凝器变回液态再次回到聚热板端进行吸热，类此循环。制冷则是制热的反向循环。该系统能够保证全年、全天候使用，安全可靠，运行费用低。-12℃时COP为2.3，最高COP为6.61。,太阳能和空气源热能协调应用系统,1/12/2020 00:00:00,3/6/2024 21:02:42
156,太阳能集热系统,集热器采用加厚背保温层和边保温层，设备厚度为120mm，减少热损；吸热体流道采用NS型结构、采用高透低铁布纹钢化玻璃，透光率≥95%；玻璃盖板采用减反射玻璃，并在吸热板和玻璃盖板之间设置锁热膜，集热效率可提高20%，总热损系数高于国标30%。可满足最高至70~80℃热水需求，每平米集热器平均每年节约0.15吨标煤。,高效平板太阳能集热器,1/12/2020 00:00:00,3/6/2024 21:02:42
157,建筑供暖制冷,能源塔热泵系统以空气为冷、热源，介质通过能源塔和空气的充分接触，进行热量的交换，实现热泵机组冬季供暖、夏季制冷以及提供全年生活热水的需求。能源塔采用直接喷淋换热，冬季制热时，利用冰点低于零度的载体介质提取空气中的低品位热源，向能源塔热泵机组输入少量电能，得到高品位热能，供热及提供热水。夏季制冷时，能源塔相当于冷却塔，为热泵机组冷凝器提供冷却水，散去空调系统中产生的废热。制热平均能效比3.5以上，制冷兼热回收系统综合能效9.5以上，全年制热水综合能效6.6以上。,高效能源塔热泵技术,1/12/2020 00:00:00,3/6/2024 21:02:42
158,浅层地热能源利用,"地能热宝是以浅层地热能作为系统热（冷）源，通过压缩机消耗少量电能提升浅层地能为高品位热能，与室内空气进行对流换热后提高（降低）房间温度的换热设备。具有低温高效制热、省电、防冻、可靠回油等特点，实现了分户电计量、分户低温供暖产品小型化配置、标准生产和安装模块化。系统可实现按需控制，制热/冷量范围(2.5kW~28kW),系统综合能效为3.9~5.25。",地能热宝,1/12/2020 00:00:00,3/6/2024 21:02:42
159,公共建筑,该技术主要包括太阳能集热系统、热泵系统、室外地源换热系统和室内末端系统，通过优化控制，将太阳能光热技术、浅层地源热泵技术和土壤储热技术有效结合，充分利用可再生能源，为建筑物供暖和制冷。,一种太阳能跨季节蓄热和地源热泵系统,1/12/2020 00:00:00,3/6/2024 21:02:42
160,适用于采用太阳能采暖及供应热水,该技术将春夏秋三季太阳能热水系统中满足供生活热水需求剩余的热量，通过板式换热器贮存到土壤源热泵系统中，在冬季用于区域性集中采暖和热水供应。主要包括太阳能集热技术、跨季节蓄热技术、智慧控制技术。太阳能集热器效率44.2%，太阳能热水系统保证率81.6%。,太阳能跨季节储热采暖技术,1/12/2020 00:00:00,3/6/2024 21:02:42
161,冷热电三联供技术应用场所,该系统以地源热泵和储能（水）承担基础负荷，耦合燃气三联供、燃气锅炉、电制冷和市政热力等多种能源方式作为调峰和系统安全保障。同时“互联网+”技术的应用，实现多种能源智能调度和负荷预测，构建能源综合利用和管理体系。较常规能源节能率达29%左右。,燃气冷热电三联供与地源热泵智能耦合供能系统,1/12/2020 00:00:00,3/6/2024 21:02:42
162,燃气灶、集成灶,该产品使用红外多孔陶瓷，无焰燃烧技术；陶瓷采用高红外发射率和高温燃烧催化双效涂层的生产加工技术，提高辐射力，增强抗回火能力，提高热效率。节能灶热效率大于75%，高于国家1级能效标准，有害气体排放平均降低30%。,红外多孔陶瓷节能灶,1/12/2020 00:00:00,3/6/2024 21:02:42
163,燃气灶、集成灶,使用节能灶头，促使燃气在较短时间和较短距离上接近完全燃烧；采取燃气-空气预混，加强火焰的切向旋转和烟气回流，采用红外反射陶瓷板减少炉膛热量吸收和反射热量到新进入炉膛燃料、燃烧配风通过烟气预加热、风—气联动保证合理的燃气-空气比，热效率超过一级能效。,节能商用燃气灶,1/12/2020 00:00:00,3/6/2024 21:02:42
164,适用于混凝土搅拌站,采用大于搅拌机出料容积的成品料斗，通过三盘料连续不间断生产，同时采用智能控制系统，降低运行能耗30~50%，并减少污泥量，减少运行环节事故。,高效节能混凝土成品斗,1/12/2020 00:00:00,3/6/2024 21:02:42
8388608,适用于供水系统、循环水系统水泵系统建设与节能改造,"1、智能水泵高度集成不再单独设置控制柜、节省占地，安装快速便捷，不需其他辅助器件和控制系统，可直接对供水系统进行加压，并自动控制；
2、智能水泵完全取代“普通水泵+变频器+可编程控制器+低压电控柜+压力检测骗置”一机取代一整套设备；
3、水泵高效区域宽、适用范围广，高效节能运行，节省投资；
4、采用现代化工业化设计，整理匀称美观、安装方便，通用性强，适用于各种场所的供水；
5、智能化程度高；
6、供水安全卫生；
7、操作简单方便；
8、自主智慧管理，智能水泵具备智能监控系统；
9、独有的精准压力检测、反馈、控制系统；
10、产品质量可靠，“五年包换、十年保修”保障用户安心使用。",高效一体化节能水泵,1/1/2020 00:00:00,3/6/2024 21:02:42
12345678,techScope,techFeat,techName,1/1/2020 00:00:00,3/6/2024 21:02:42
20971520,适用于中央空调制冷系统,无,溴化锂吸收式与磁悬浮离心式冷水机组合技术,1/1/2020 00:00:00,3/6/2024 21:02:42
41943040,适用于民用建筑的门窗。,嘉寓朗尚系统贯彻了标准化设计理念，使各系列具有高度的兼容性（系列兼容、结构兼容）、加工工艺通用性。通过不同宽度的高强尼龙隔热条（PA66GF25）将室内、室外两片铝材连接起来的，使其可以满足中国多气候区对门窗的不同要求。,高效节能铝合金门窗,1/1/2020 00:00:00,3/6/2024 21:02:42
58720256,适用于锅炉的辐射受热面,无,复合结晶膜,1/1/2020 00:00:00,3/6/2024 21:02:42
109051904,适用于中央空调制冷系统,无,与自然冷源相结合的水蓄冷自调节设备,1/1/2020 00:00:00,3/6/2024 21:02:42
121634816,适用于建筑单元式幕墙结构。,"1、外围结构与原有设计一致，达到美观效果。
2、尼龙隔热型材的使用达到一定节能效果。
3、卡扣式设计，方便现场安装。",幕墙用尼龙组合式护边型材,1/1/2020 00:00:00,3/6/2024 21:02:42
130023424,饮用水净化、苦咸水淡化、工业循环水处理。,"(1)精密过滤器和保安过滤器使用的纤维滤芯过滤器,其内部结构增加了上导向板和安装定位管,便于滤芯的安装和更换,防止滤芯短路。
(2)超滤膜系统采用端头应力缓冲中空纤维膜组件,即通过在膜丝根部采用柔性胶黏剂封装形成锥形结构,使端头具有应力缓冲特性。
(3)反渗透膜采用三层结构,提高了离子的截留率和反渗透膜的寿命。节水系统利用微循环结构,对反渗透膜产生的浓水回收利用,水的利用率达到100%。
(4)紫外线消毒装置,实现在线机械清洗,保证杀菌性能稳定。
(5)采用集成控制技术,实现了整套设备的自动运行。",水质深度净化成套设备,1/1/2020 00:00:00,3/6/2024 21:02:42
247463936,适用于中大型楼宇新风系统,无,静电式空气过滤楼宇新风系统,1/1/2020 00:00:00,3/6/2024 21:02:42
331350016,城市生活垃圾焚烧厂渗滤液处理。,无,城市生活垃圾焚烧厂渗滤液零排放处理技术,1/1/2020 00:00:00,3/6/2024 21:02:42
339738624,适用于建筑外窗。,8腔室结构，内腔技术分割独特，减少空气对流传导，保温性能优异；室外侧采用铝合金型材作为外装效果，美观大方，耐候性优异。,铝包塑型材和铝包塑被动窗,1/1/2020 00:00:00,3/6/2024 21:02:42
385875968,压缩空气系统。,无,压缩空气系统综合节电技术,1/1/2020 00:00:00,3/6/2024 21:02:42
398458880,适用于用水量大且用水量波动也比较大的场合,"定时工作：可根据用户的作息时间，设定开水器的工作时间，减少无效功耗，节约能源。
变量供水：可根据每天的用水需求，设定开水器的工作水位，实现按需供水，减少浪费。
智能排水：可设置开水器每天或每周的排水时间，排除水箱内的剩余隔夜水，并冲洗清洁水箱。
智能控制：大屏幕LED显示工作状态，触摸按键设置，所有功能，一次设置，全自动运行。
故障提示：自动提示故障代码，便于维护。
多重保护：防过压、防开盖、防干烧、防溢水、防蒸汽等多重保护，确保使用安全。
刷卡管理：可按客户要求安装刷卡系统。
健康升级：可内置安装超滤净化系统或RO无垢纯水系统，使出水达到直饮标准。",双磁电磁开水器,1/1/2020 00:00:00,3/6/2024 21:02:42
406847488,热电厂余热利用,"(1)提出了直接接触式换热与吸收式热泵结合的烟气余热深度回收方法,可有效解决燃煤烟气余热回收领域烟气腐蚀性强、低温高湿烟气汽化潜热难回收等问题。

(2)研发了燃煤烟气余热回收专用直接接触式换热装置,克服了燃煤烟气冷凝水腐蚀性强、间壁式换热器无法适用等问题。

(3)开发的多分体模块化的专用吸收式热泵机组,针对燃煤烟气余热回收特点,采用多级蒸发/吸收、多级发生/冷凝的吸收式循环流程,开发出系列产品,已成功应用。

(4)提出了烟气余热深度回收系统加热锅炉补水方式,可有效解决热源不足无法进行烟气余热回收问题。",烟气深度余热回收技术,1/1/2020 00:00:00,3/6/2024 21:02:42
411041792,供热、热电厂、分布式能源系统以及工业余热利用,"深度回收燃气锅炉200℃~70℃排烟中的余热，使其温度降至30℃以下排出；
提高热能利用率15%以上，降低供暖燃气耗量11%~13%；
在不增加锅炉容量的前提下，可新增供暖面积10%以上；
有效降低PM2.5、NOx、SO2等污染物排放量。",烟气全热回收型吸收式热泵,1/1/2020 00:00:00,3/6/2024 21:02:42
415236096,适用于中央空调系统,无,基于单元设计的中央空调节能管控系统,1/1/2020 00:00:00,3/6/2024 21:02:42
423624704,民用建筑。,"(1)采用先进地热勘探技术,发挥中石化在油气勘探开发领域先进技术优势, 对地热资源合理评价,确保地热资源可持续开发。(2)通过运用间接换热技术,利用中深层地下热水对二次侧采暖循环水进行加热,从而满足建筑物冬季采暖需求,替代传统化石能源供热,实现二氧化碳减排。(3)采用“中石化三维地热资源开发调 控指挥系统”,实现地下水位监测、地热水资源调度、室内温度监测等功能,结合气候补偿系统进行供暖工艺全过程自动控制,实现地热供暖的“智能”运行。",中深层地热能利用技术,1/1/2020 00:00:00,3/6/2024 21:02:42
427819008,数据中心制冷空调系统。,"(1)在空调室外机进风处增加由多孔亲水材料构成的湿膜装置,对进风空气逬行降温和加湿,提高空调室外机换热效率。
(2)自动控制技术能够根据相关环境条件自动控制潜热冷却节能装置各部件的运行,实现智能控制装置启停,并可与远程监控中心实现网络连接,达到实时监控效果。
(3)节能综合管理与控制系统软件平台,以物联网技术为基础,结合自动控制技术与末端的潜热冷却节能装置形成一套完整的节能解决方案,实现远程监测、自动控制、节能降温的综合效果。
(4)改进了潜热节能装置与空调室外机的连接方式,在连接管道上增加具备自动开闭功能阀门,将湿膜设计为方便拆卸结构,避免在潜热节能装置关",空调室外机潜热冷却节能技术,1/1/2020 00:00:00,3/6/2024 21:02:42
436207616,适用于工业废水处理,"1、热效率高，节省能源：由于循环利用蒸汽，蒸发过程中避免使用新鲜蒸汽，大大减少了能源消耗，没有废热蒸汽排放，节能效果十分显著。2、实现废水零排放，提高水资源化利用率：技术工艺对废水进行有效的处理，出水水质满足再生水标准,全部回用于当地企业，无污水排放，同时减少工业新鲜用水量，节约水资源。3、实现循环经济，资源回收：通过对水中水质含量的精准分析与有效利用，将水中高含量的物质进行资源化开发，得到具有一定经济价值的工业级结晶盐，在减少固废的同时，实现副产经济的回收。实现废水与废物的循环经济。4、节省占地面积：工艺设计提高了能效，设备布局合理，极大程度减少占地面积，节省空间。",工业高盐废水蒸发结晶及高值资源化处理利用技术,1/1/2020 00:00:00,3/6/2024 21:02:42
444596224,餐饮业油烟净化,"动态离心复合式油烟净化设备独特高效的滤油技术，有效地避免了管道和风机内油垢沉积，通过前端动态离心网盘的净化拦截，基本上完成对油烟的高效净化，降低了后端复合技术的使用频率，减小了静电技术的工作负载，延长了电场的清洗周期，使其更加稳定、安全、长效，不仅消除了火灾隐患，还增加了风机的使用寿命，大大提高了油烟的净化效率。
创新动态离心复合式油烟净化设备具有独立的净化模块，该净化模块易拆装、易清洗。",动态离心复合式油烟净化技术,1/1/2020 00:00:00,3/6/2024 21:02:42
536870912,燃气灶、集成灶,"节能中餐燃气炒菜灶：1、与传统中餐灶相比火力更猛、火焰温度更高、出菜速度快。2、整体铸造，使用寿命长（5年以上），再无修灶膛的烦恼，3、电子点火装有熄火保护安全置，避免火灾现象，4、改善工作环境，大幅减少一氧化碳及氮氧化物的排放。     
节能燃气大锅灶：1、与传统大锅灶相比火力更猛、火焰温度更高、出菜速度快。2、灶头整体铸造，使用寿命长（5年以上），再无修灶膛的烦恼，3、电子点火装有熄火保护安全置，避免火灾现象，4、改善工作环境，大幅减少一氧化碳及氮氧化物的排放。",节能商用燃气灶,1/1/2020 00:00:00,3/6/2024 21:02:42
562036736,室内照明,1功率24W/30W/可定制。2寿命≥10万小时，7万小时光通维持率93%。3蓝光评为RG0豁免级：蓝光无危害。4光效＞140Lm/W。5显色指数Ra＞90。6防眩光UGR＜15。7色温5000K 定制光源，视觉舒适。8色容差≤2.9；SDCM=2.0，色品空间不一致性＜0.003。9无频闪纹波值＜2%。12驱动＞8万小时。10采用高导热铝；耐热硅胶项圈3T亚克力导光板，棱晶扩散板，防眩膜。11功率因数：＞0.98。12可升级为全自动控制智能照明系统。13光化紫外≤0.0006近紫外≤0.0006视网膜的热危险≤30。14浪涌保护2KV。18电器0-10V调光可实现智能调光。,高效无频闪LED微晶面板灯,1/1/2020 00:00:00,3/6/2024 21:02:42
566231040,学校、医院等室内照明。,光生物安全灯过滤了有害光辐射，防眩光（不刺眼），无频闪，无辐射（不伤脑），无蓝光危害（不伤眼），无光衰,光生物安全教学专用LED灯,1/1/2020 00:00:00,3/6/2024 21:02:42
587202560,校园照明。,"经过专业照明设计，照度及均匀度优于国家标准，保护视力健康。
不含汞、铅等有害物质，节能环保。
灯具使用平均寿命3万小时以上，光衰小，维护成本低。",LED 教室灯黑板灯,1/1/2020 00:00:00,3/6/2024 21:02:42
599785472,适用于直埋保温管道。,"针对大管径长输管网提供导热系数低、节能环保的保温管道。采用泄漏监测系统，可以有效进行管网泄漏监测以及漏点检测与定位功能，保障管网安全有效运行，管网在运行中有泄漏时及时报警，可降低维护成本，减少公共安全隐患。
无论是内置信号线泄漏监测系统还是外置光纤泄漏监测系统，或者同时双重应用，集成高效、快速响应的泄漏监测让供热管网管理更加智能化。",光纤及信号线双重泄漏监测系统的环戊烷聚氨酯预制保温管道,1/1/2020 00:00:00,3/6/2024 21:02:42
608174080,应用于供电不方便的道路照明。,"风光互补发电系统是一套独立电源,如果配置合理,一套风光互补发电系统完全可以为多支路灯提供电力。",成套风光互补LED 路灯照明控制系统,1/1/2020 00:00:00,3/6/2024 21:02:42
629145600,适用于供热锅炉。,"该产品是一种以稀土氧化物为主要材料的无毒水基物质,涂敷在锅炉受热面上,起到保护锅炉受热面的作用,具有抗沾污结渣、耐高温腐蚀特点。",高温陶瓷涂层材料,1/1/2020 00:00:00,3/6/2024 21:02:42
675282944,室内、外照明,1.实现智能调光控制。2.寿命长：平均寿命10万小时。3.高光效：120Lm/W 。4.高显色 Ra≥92。5.快速启动：即开即亮 。6.高功率因数≥0.98 。7.无闪烁：工作频率是200/250hz。8.低光衰7万小时光通量维持率不低于90%。9.可选色温范围广2720-6500K。10.恒功率：电源电压波动±10%输出灯功率变化小于±3%。11.环境适应性强-40℃～+50℃。12.谐波含量低THD≤8%。13.绿色用电，专利设计，电磁兼容EMI符合标准要求。14.宽电压，90-264V 电压均可正常工作。15.最新电子镇流器一流标准的电子元器件耐高电，宽电压更稳定。,高效无频闪低频无极灯,1/1/2020 00:00:00,3/6/2024 21:02:42
734003200,中央空调系统运行管理,"1、节能降耗显著：可降低中央空调系统能耗40%以上，大幅降低能源费用和碳排放，符合绿色建筑设计及运营评级要求。
2、完全智能管控：智能化水平高，可实现无人值守智能运行，提高空调系统管理效率，节省大量人力成本。
3、安全保障周全：增加对原有中央空调设备的多重保障机制，实时手机报警，空调设备运行更安全可靠。
4、并联旁路结构：实施过程快捷，不破坏原有空调系统任何设备和管线，可一键切换回原控制状态，使中央空调几乎不可能因系统问题停机。
5、改善空调效果：实时监视末端空调效果，在节能的同时，空调系统用户末端效果更舒适。
6、大数据云平台：大数据系统支持，持续优化空调系统运行",中央空调智能运维系统,1/1/2020 00:00:00,3/6/2024 21:02:42
